   1,    1,    9,  598
   2,    9,  796,  598
   3,    9,    2,  796
   4,    2,   10,  796
   5,  598,  796,  597
   6,  796,  797,  597
   7,  796,   10,  797
   8,   10,   11,  797
   9,  597,  797,  596
  10,  797,  798,  596
  11,  797,   11,  798
  12,   11,   12,  798
  13,  596,  798,  595
  14,  798,  799,  595
  15,  798,   12,  799
  16,   12,   13,  799
  17,  595,  799,  594
  18,  799,  800,  594
  19,  799,   13,  800
  20,   13,   14,  800
  21,  594,  800,  593
  22,  800,  801,  593
  23,  800,   14,  801
  24,   14,   15,  801
  25,  593,  801,  592
  26,  801,  802,  592
  27,  801,   15,  802
  28,   15,   16,  802
  29,  592,  802,  591
  30,  802,  803,  591
  31,  802,   16,  803
  32,   16,   17,  803
  33,  591,  803,  590
  34,  803,  804,  590
  35,  803,   17,  804
  36,   17,   18,  804
  37,  590,  804,  589
  38,  804,  805,  589
  39,  804,   18,  805
  40,   18,   19,  805
  41,  589,  805,  588
  42,  805,  806,  588
  43,  805,   19,  806
  44,   19,   20,  806
  45,  588,  806,  587
  46,  806,  807,  587
  47,  806,   20,  807
  48,   20,   21,  807
  49,  587,  807,  586
  50,  807,  808,  586
  51,  807,   21,  808
  52,   21,   22,  808
  53,  586,  808,  585
  54,  808,  809,  585
  55,  808,   22,  809
  56,   22,   23,  809
  57,  585,  809,  584
  58,  809,  810,  584
  59,  809,   23,  810
  60,   23,   24,  810
  61,  584,  810,  583
  62,  810,  811,  583
  63,  810,   24,  811
  64,   24,   25,  811
  65,  583,  811,  582
  66,  811,  812,  582
  67,  811,   25,  812
  68,   25,   26,  812
  69,  582,  812,  581
  70,  812,  813,  581
  71,  812,   26,  813
  72,   26,   27,  813
  73,  581,  813,  580
  74,  813,  814,  580
  75,  813,   27,  814
  76,   27,   28,  814
  77,  580,  814,  579
  78,  814,  815,  579
  79,  814,   28,  815
  80,   28,   29,  815
  81,  579,  815,  578
  82,  815,  816,  578
  83,  815,   29,  816
  84,   29,   30,  816
  85,  578,  816,  577
  86,  816,  817,  577
  87,  816,   30,  817
  88,   30,   31,  817
  89,  577,  817,  576
  90,  817,  818,  576
  91,  817,   31,  818
  92,   31,   32,  818
  93,  576,  818,  575
  94,  818,  819,  575
  95,  818,   32,  819
  96,   32,   33,  819
  97,  575,  819,  574
  98,  819,  820,  574
  99,  819,   33,  820
 100,   33,   34,  820
 101,  574,  820,  573
 102,  820,  821,  573
 103,  820,   34,  821
 104,   34,   35,  821
 105,  573,  821,  572
 106,  821,  822,  572
 107,  821,   35,  822
 108,   35,   36,  822
 109,  572,  822,  571
 110,  822,  823,  571
 111,  822,   36,  823
